Capacity,Vmin
63.81854878684948,0.8513121873996521
77.68279222511933,0.8513121873956678
85.17443136078539,0.851312187395339
67.55268145744238,0.8513121873951128
33.02148320616153,0.8513121873905114
111.05274153491442,0.8513121873902108
54.24591001361043,0.8513121873857148
32.57942911587361,0.8513121873844404
60.10244987539106,0.8513121873824527
46.05550970444186,0.8513121873788302
84.03775750025082,0.8513121873761366
64.00962228620324,0.8513121873749998
85.12830875466634,0.8513121873747364
89.22856715391742,0.8513121873715871
71.24254484467738,0.8513121873714908
134.16355247378118,0.8513121873709523
43.42196958629967,0.851312187370066
98.65827293578508,0.8513121873698792
51.18823128886811,0.8513121873694487
63.730363489790115,0.8513121873691413
67.46218595144877,0.8513121873690462
157.3032074434817,0.8513121873656644
114.00302757321836,0.8513121873626042
51.61013425548348,0.8513121873609899
78.73488480760903,0.8513121873607831
73.85036810843008,0.8513121873579647
101.2226972585023,0.8513121873548
156.03339202877362,0.8513121873542046
106.28283596140162,0.8513121873526229
152.10228739442596,0.8513121873507634
137.61457713624125,0.851312187350368
146.81519027098136,0.8513121873480398
169.5468433032944,0.8513121873480194
83.72398824681761,0.8513121873478275
74.80246767666188,0.851312187346156
150.0549915019662,0.8513121873459817
129.16338489223136,0.8513121873396686
111.54669374964807,0.8513121873349436
169.81242121668484,0.851312187334816
144.3238975878266,0.8513121873322932
132.9757387644895,0.8513121873260001
97.40371616724276,0.8513121873237138
175.05204703718584,0.8513121873182198
177.392621633737,0.8513121873164036
129.7000664031235,0.8513121873148125
152.75062910947878,0.85131218731343
200.192342426222,0.8513121873124192
174.3569206973237,0.8513121873116001
135.86032778834283,0.851312187310864
172.63851803461262,0.8513121873103437
116.88280153164904,0.8513121873080132
131.7968728333504,0.8513121873076798
139.87662771652342,0.8513121873075561
216.90593510703144,0.8513121873046289
200.34091082887048,0.8513121873031226
143.33568187354598,0.8513121873009247
172.93112336117827,0.8513121872992837
240.50799634132056,0.8513121872989885
155.6300050224904,0.851312187298968
191.16034477642316,0.8513121872961988
199.02443754125812,0.8513121872937626
223.33321691260454,0.8513121872925642
188.12574166260634,0.8513121872917744
141.53682538650042,0.851312187291688
163.18658671136336,0.8513121872890348
203.15624569402985,0.8513121872885989
205.02453532146373,0.8513121872885436
161.66701076243564,0.8513121872876399
175.83335755299905,0.8513121872857673
168.85962005700492,0.8513121872854584
256.381200744009,0.8513121872814351
244.37753479488364,0.8513121872811509
179.69260731256097,0.8513121872810605
227.64747974354742,0.8513121872810421
190.5578211366184,0.8513121872799555
215.10411243830194,0.8513121872776415
174.90252723728804,0.8513121872776247
187.18689009351652,0.8513121872775573
222.64581029736507,0.8513121872769802
146.48994218465972,0.8513121872763366
166.70953431098357,0.851312187275564
167.6904188671587,0.8513121872745922
270.59808142239746,0.8513121872744402
164.06791583865078,0.8513121872739082
264.28349426501006,0.8513121872731891
193.1914228483817,0.8513121872728782
235.92969748983194,0.851312187272744
216.26260024248768,0.8513121872686336
229.82341107983183,0.8513121872638912
206.73602520056878,0.8513121872633975
251.3569785004073,0.8513121872622591
299.887300204639,0.8513121872584456
229.23606174412805,0.8513121872577416
249.56160297963226,0.8513121872577052
212.47912611578056,0.8513121872567095
205.0956440186264,0.851312187256475
230.0797154390844,0.8513121872562943
233.73638741579248,0.8513121872558123
265.70363503505405,0.8513121872555965
222.2804753241541,0.8513121872549319
225.38468531058072,0.8513121872548918
232.19942001410428,0.8513121872540635
254.95584918538242,0.8513121872538347
237.72300935015062,0.8513121872500178
261.89134443439207,0.8513121872492592
256.0428946643611,0.851312187248105
219.38444388307323,0.8513121872464766
243.8495129780812,0.8513121872458073
205.1114900701447,0.8513121872456821
251.75657735876854,0.8513121872447895
293.1767540873381,0.8513121872441473
247.43305496033648,0.8513121872425496
250.33361577170146,0.8513121872407645
228.65356908760393,0.8513121872403854
247.73177012705247,0.8513121872393046
230.14822810104786,0.8513121872380465
294.87498491143174,0.8513121872361008
241.7158968889001,0.8513121872360208
279.75227336299594,0.8513121872356274
265.1964273909128,0.8513121872350782
316.02067814606477,0.8513121872339083
295.84892218031365,0.8513121872290648
304.3265654756327,0.8513121872285325
319.96195384201707,0.8513121872279705
332.27198230214964,0.8513121872259044
350.21562188504305,0.85131218722317
252.9406166584795,0.8513121872230275
356.43340203415255,0.8513121872229712
257.00963142570527,0.8513121872222481
351.7673044213611,0.8513121872220292
305.9112169131285,0.8513121872188573
352.2344827887209,0.8513121872187166
368.4031498693005,0.8513121872174556
306.4213292219737,0.8513121872161322
286.57733737957614,0.8513121872153
339.9289453460419,0.851312187215031
264.99088243459676,0.8513121872128884
304.7305673861542,0.8513121872113303
353.68104032612587,0.8513121872092747
351.85711576514404,0.8513121872070967
311.5179813858905,0.8513121872069834
320.30959279238715,0.8513121872049473
277.2224739795001,0.8513121872012729
373.2160048894498,0.851312187197923
381.3169574764487,0.8513121871947189
330.2332746672661,0.8513121871946632
340.6760840610271,0.8513121871903915
343.0695619379735,0.8513121871870866
391.1790871656749,0.8513121871862027
332.09994389167224,0.851312187185554
371.87449934257245,0.8513121871844481
305.9233322655899,0.8513121871819374
339.7114929814852,0.851312187181054
366.6637705669092,0.8513121871806455
389.0459902982376,0.851312187176373
408.73775870415113,0.8512057205160771
351.1523352162302,0.8509460695495695
382.15585601763684,0.8508034410597227
332.2616111448942,0.8498609743309435
330.56448107908034,0.8498538139962204
210.5464330360412,0.8496828777313047
249.2404505390414,0.849207539562044
363.0652295817972,0.8485396960266387
319.3845612165439,0.8482666695463726
217.6005917554872,0.847937278708178
372.56447406770553,0.8469231015902136
405.8539422574301,0.8466256645756053
243.98576515114883,0.8464032151630544
196.3093260982132,0.8463305316391109
364.71335652814497,0.8454072281473622
313.38814870892924,0.8448551151482795
356.62268356781726,0.8448458064564053
412.12530042868974,0.8447046843063317
312.67544310699566,0.8443766721857611
397.70007067834433,0.8441450963733677
372.70400743862456,0.8440967082601022
145.91201981994584,0.8439987460723594
382.943539370386,0.843531582827282
374.0555137370076,0.8420511501165592
433.04384656588377,0.8417496702357143
390.77757280738837,0.8416183826034772
464.0756408957994,0.8411638283509886
442.25731208135045,0.8410202911751978
466.80903071795433,0.8410135664291736
195.6147627855687,0.8408935184593813
385.9706717350913,0.840812533179297
268.50298111531697,0.8403399119890708
386.3830256725936,0.840204685667493
465.9900173102892,0.8397584566104767
438.3176056094459,0.839544285713302
446.38863627210145,0.8393147240168968
427.13594493265566,0.8388064541255796
433.0330769036296,0.8385839607111508
456.21888227293704,0.8374627134769222
182.65113032659457,0.8365742500283365
294.09712704602845,0.8363650969187176
234.73694135155603,0.8360380244732333
486.96838093457177,0.8346547840643722
504.66145501491576,0.8343247529748493
388.71850700114976,0.8342801786331122
473.92964492831794,0.8340138125901683
