charger,Extra ports added,x_coord,y_coord,Latitude,Longitude,NearestBus,Pwr_Region
1097,1,-10887832.39348588,3530113.154903101,30.206437499999996,-97.80706249999997,p3ulv10994,P3U
1100,2,-10886677.4537689,3531336.903851664,30.215937500000003,-97.79668749999996,p3ulv32842,P3U
1104,5,-10877507.51071481,3528342.148507016,30.1926875,-97.71431250000003,p3udt26130,P3U
1127,1,-10872484.21869276,3529871.639464186,30.204562499999998,-97.66918749999999,p2udm8089-p2udm8090xx,P2U
1137,2,-10871649.32251181,3546031.125050524,30.329937499999996,-97.6616875,p5udt19939,P5U
1143,1,-10877076.14768798,3540422.105544358,30.2864375,-97.71043749999998,p5udt31825,P5U
1147,2,-10872484.21869276,3546192.340579193,30.3311875,-97.66918749999999,p5ulv24813,P5U
1150,3,-10878119.76791417,3541743.546932999,30.296687499999997,-97.7198125,p5ulv4196,P5U
1157,1,-10866959.98896214,3551142.659274057,30.3695625,-97.61956249999996,p1udt23198lv,P1U
1191,5,-10876728.27427925,3560952.286558634,30.445562500000012,-97.70731249999996,p1ulv57635,P1U
1192,3,-10877744.06463274,3557934.367441338,30.422187500000007,-97.71643749999997,p1udt18751lv,P1U
1229,5,-10887178.39147747,3527392.34696966,30.185312499999995,-97.80118749999997,p3ulv6308,P3U
1235,1,-10871663.23744816,3530741.116579087,30.211312499999995,-97.6618125,p2udt7896,P2U
1244,2,-10872164.17515673,3557208.238164879,30.416562499999998,-97.66631249999999,p1udt4850lv,P1U
1246,1,-10870703.10684007,3554400.931957952,30.394812499999997,-97.65318750000002,p1ulv31449,P1U
1255,5,-10873513.9239826,3566538.152951642,30.488812500000005,-97.67843750000002,p1ulv29219,P1U
1267,5,-10877744.06463274,3557934.367441338,30.422187500000007,-97.71643749999997,p1udt18751lv,P1U
1321,2,-10870438.72304943,3530000.447125704,30.205562500000003,-97.65081249999996,p2udt1082,P2U
1337,5,-10877744.06463274,3557934.367441338,30.422187500000007,-97.71643749999997,p1udt18751lv,P1U
1351,1,-10869005.48460547,3555772.239044071,30.405437500000005,-97.63793749999999,p1udt22345lv,P1U
23,4,-10907530.81697494,3547773.75264424,30.343448283540734,-97.98401644893279,p4ulv38004,P4U
24,4,-10907530.81697494,3554073.75264424,30.39227731699329,-97.98401644893279,p4udt15767lv,P4U
33,4,-10901230.81697494,3560373.75264424,30.441081955719383,-97.92742258603326,p4ulv32823,P4U
34,4,-10901230.81697494,3566673.75264424,30.489862176513196,-97.92742258603326,p4ulv16185,P4U
36,4,-10894930.81697494,3522573.75264424,30.147888669468426,-97.87082872313373,p3udt31036-p3udt4803x,P3U
48,5,-10876030.81697494,3509973.75264424,30.049963103487254,-97.70104713443513,p1rdt7880,P1R
70,3,-10857130.81697494,3535173.75264424,30.245717125691755,-97.53126554573655,p1rlv767,P1R
