charger,Extra ports added,x_coord,y_coord,Latitude,Longitude,NearestBus,Pwr_Region
1028,6,-10907883.81676502,3544354.605510323,30.316937499999998,-97.98718749999999,p4ulv19021,P4U
1040,6,-10885939.9621424,3561727.05629189,30.451562499999998,-97.79006250000003,p1udt9402,P1U
1041,6,-10890893.6794827,3565294.840891702,30.479187499999995,-97.83456250000002,p4udt8985_b2_1,P4U
1044,6,-10895318.62924173,3552884.6013293,30.383062499999998,-97.87431249999999,p4ulv33434,P4U
1045,6,-10895680.41758681,3552707.170300589,30.38168749999999,-97.87756250000001,p4udt7423lv,P4U
1069,6,-10886371.32516922,3521952.480829009,30.143062499999992,-97.7939375,p3ulv37691,P3U
1070,6,-10887275.79603192,3520005.639460523,30.1279375,-97.80206250000002,p3udt25359lv,P3U
1122,6,-10865359.77128199,3536345.845202754,30.254812499999996,-97.60518749999999,p2udt4133lv,P2U
1136,5,-10857511.74718107,3549965.371702002,30.360437500000007,-97.53468750000003,p2ulv22751,P2U
1255,6,-10873513.9239826,3566538.152951642,30.488812500000005,-97.67843750000002,p1ulv29219,P1U
1303,4,-10892396.49260841,3555756.105152155,30.405312499999994,-97.84806250000001,p4ulv34319,P4U
48,2,-10876030.81697494,3509973.75264424,30.049963103487254,-97.70104713443513,p1rdt7880,P1R
52,2,-10869730.81697494,3509973.75264424,30.049963103487254,-97.6444532715356,p1rdt1252-p1rdt4368x_b2_1,P1R
