index,osmid_original,y,x,lon,lat,street_count
3002,151470893,3317267.1332093864,584378.2158178901,-98.1253028,29.9833937,3
3003,151471166,3327908.81947746,612644.3311192567,-97.8312037,30.0771384,3
3004,151485490,3327910.003912067,612752.5299609182,-97.8300811,30.0771391,3
3005,151471185,3322713.4399456675,582348.861328623,-98.145917,30.032677,4
3007,151471220,3337712.326240573,588774.4937619396,-98.078025,30.167567,3
3008,151471257,3337125.369399122,588414.1561537537,-98.081816,30.162297,3
3009,151508936,3337820.543143825,588958.7973967544,-98.076102,30.16853,3
3010,151507872,3336978.0503030713,588672.6188678914,-98.0791445,30.1609489,3
3011,151471265,3328087.487304119,611566.6998003325,-97.8423645,30.0788494,3
3012,151498329,3328086.7274766196,611629.5448649727,-97.8417126,30.0788368,3
3013,151473807,3328274.0863510035,611523.1214865444,-97.842797,30.080537,4
3014,151471290,3337829.1678111013,599283.680425202,-97.968884,30.167809,3
3015,151471315,3337585.4441280845,599368.2236825618,-97.968029,30.165603,3
3016,5563868543,3337844.153297487,599315.6900018958,-97.9685502,30.1679416,3
3017,151471323,3307872.499726735,602275.8131617127,-97.9406922,29.8972617,3
3018,151471329,3307791.7262639487,602370.340722106,-97.939721,29.896525,3
3019,151472658,3307811.34507298,602223.9618715206,-97.941235,29.8967142,3
3020,151471481,3347939.5535375583,579279.3246653589,-98.17586,30.260507,3
3021,151520380,3347644.4351046905,579874.1980857194,-98.169699,30.257805,3
3022,151484739,3348122.850479078,577171.4425061091,-98.197757,30.262297,3
3023,6547163473,3320836.4846148514,594462.772272926,-98.0204582,30.0148652,3
3024,151525666,3330897.958147392,608275.1544548699,-97.8762258,30.1045039,3
3025,151577198,3330946.360499387,607785.4161373461,-97.881303,30.104984,3
3026,151471658,3338082.522146298,594229.6243649924,-98.021344,30.170497,3
3027,151512894,3338872.7744208146,594763.5055960928,-98.015729,30.177586,3
3028,151512838,3340106.552956801,594460.4495610597,-98.018766,30.188742,3
3029,151471908,3323756.0081614084,615919.1761082076,-97.797683,30.039363,3
3030,151546295,3323664.74751989,615282.2883368835,-97.8042975,30.0385998,3
3031,151430235,3323650.883124475,616029.9235794453,-97.796546,30.038404,3
3032,151473640,3327517.772468934,611983.5893084672,-97.8380996,30.0736709,3
3033,151472114,3327430.574877299,612210.7001856198,-97.8357528,30.0728633,3
3034,151555139,3327695.4159633717,612209.2368635094,-97.83574,30.075253,3
3035,375617586,3328988.796316822,611933.6098803207,-97.838463,30.086948,3
3036,151472331,3321205.7621372216,584785.1982306335,-98.120771,30.018906,3
3037,7166019405,3332505.1101167235,573527.8312869661,-98.2367193,30.1215962,3
3038,151577789,3331547.001863162,573204.9516304968,-98.240137,30.11297,3
3039,151560859,3344173.0734249568,586552.357049197,-98.100571,30.2260239,3
3040,151497561,3322271.5453400873,585432.1223299841,-98.1139775,30.0284781,3
3041,151472558,3329965.283832138,611041.4697715677,-97.847617,30.09584,4
3042,151502882,3329964.3491622666,611157.5140673922,-97.846413,30.095821,3
3043,151472592,3319258.498913176,612995.7169884195,-97.828477,29.999057,3
3044,151526050,3319126.4830760146,612869.4466618735,-97.8297999,29.9978775,3
3045,151472710,3315185.884746518,600149.257991774,-97.96203,29.963427,3
3046,151520194,3314394.971127351,599404.6349978707,-97.96982,29.956351,3
3047,151516428,3321649.861702183,583715.390883407,-98.131829,30.022987,3
3049,6538736458,3340184.819582702,591964.614432099,-98.0446823,30.1896396,3
3050,9857994031,3340721.5460795793,591636.7151313431,-98.0480415,30.1945073,3
3051,151577072,3340666.305317606,592369.2559320771,-98.0404373,30.1939534,3
3052,151472819,3339355.1124541797,591992.0121533746,-98.04447,30.182151,3
3053,151505846,3339279.8360107015,591975.7934545715,-98.044645,30.181473,3
3054,151506909,3315832.0529920026,610658.4132631047,-97.8530611,29.9683542,3
3055,6602424305,3308228.0086936937,597145.9794645782,-97.9937845,29.9008855,3
3056,151597252,3315307.404260236,598051.3651628486,-97.983759,29.964693,3
