Name,Latitude,Longitude,Address,Hour Status
The Little Blue Montessori School,30.1678125,-97.8296875,"10415 Old Manchaca Rd, Austin, TX 78748",[]
Manor Excel Academy,30.3410625,-97.5499375,"600 E Parsons St, Manor, TX 78653",[]
Manor Elementary Early Learning Center,30.3585625,-97.5661875,"12904 Gregg Manor Rd, Manor, TX 78653",[]
Manor New Tech Middle School,30.3435625,-97.5741875,"12116 Joyce Turner Dr, Manor, TX 78653",[]
Compass Rose Destiny,30.3648125,-97.5310625,"14031 FM973, Manor, TX 78653",[]
"Manor Senior High School, Manor ISD",30.3824375,-97.5310625,"14832 FM973, Manor, TX 78653",[]
Lagos Elementary School,30.3310625,-97.5588125,"11817 Murchison St, Manor, TX 78653",[]
Manor New Technology High School,30.3448125,-97.5734375,"10323 US-290, Manor, TX 78653",[]
Manor High School,30.3530625,-97.5618125,"12700 Gregg Manor Rd, Manor, TX 78653",[]
ShadowGlen Elementary,30.3650625,-97.5403125,"12000 Shadowglen Trce, Manor, TX 78653",[]
Manor Middle School,30.3576875,-97.5624375,"12900 Gregg Manor Rd, Manor, TX 78653",[]
Mustang Ridge Police Department,30.0506875,-97.6919375,"12800 S Hwy 183 S, Buda, TX 78610",[]
Mustang Ridge City Hall,30.0506875,-97.6918125,"12800 S Hwy 183, Mustang Ridge, TX 78610",[]
Dollar General,30.0309375,-97.6761875,"17545 Camino Real, Mustang Ridge, TX 78610","['0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '21% busy at 8\u202fAM.', '38% busy at 9\u202fAM.', '46% busy at 10\u202fAM.', '65% busy at 11\u202fAM.', '64% busy at 12\u202fPM.', '72% busy at 1\u202fPM.', '76% busy at 2\u202fPM.', '71% busy at 3\u202fPM.', '78% busy at 4\u202fPM.', '73% busy at 5\u202fPM.', '75% busy at 6\u202fPM.', '76% busy at 7\u202fPM.', '59% busy at 8\u202fPM.', '37% busy at 9\u202fPM.', '0% busy at 10\u202fPM.', '0% busy at 11\u202fPM.', '0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '13% busy at 8\u202fAM.', '21% busy at 9\u202fAM.', '29% busy at 10\u202fAM.', '39% busy at 11\u202fAM.', '40% busy at 12\u202fPM.', '34% busy at 1\u202fPM.', '29% busy at 2\u202fPM.', '23% busy at 3\u202fPM.', '36% busy at 4\u202fPM.', '51% busy at 5\u202fPM.', '62% busy at 6\u202fPM.', '60% busy at 7\u202fPM.', '43% busy at 8\u202fPM.', '28% busy at 9\u202fPM.', '0% busy at 10\u202fPM.', '0% busy at 11\u202fPM.', '0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '18% busy at 8\u202fAM.', '21% busy at 9\u202fAM.', '32% busy at 10\u202fAM.', '33% busy at 11\u202fAM.', '34% busy at 12\u202fPM.', '34% busy at 1\u202fPM.', '37% busy at 2\u202fPM.', '47% busy at 3\u202fPM.', '55% busy at 4\u202fPM.', '70% busy at 5\u202fPM.', '67% busy at 6\u202fPM.', '63% busy at 7\u202fPM.', '47% busy at 8\u202fPM.', '38% busy at 9\u202fPM.', '0% busy at 10\u202fPM.', '0% busy at 11\u202fPM.', '0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '16% busy at 8\u202fAM.', '18% busy at 9\u202fAM.', '9% busy at 10\u202fAM.', '7% busy at 11\u202fAM.', '15% busy at 12\u202fPM.', '28% busy at 1\u202fPM.', '42% busy at 2\u202fPM.', '45% busy at 3\u202fPM.', '61% busy at 4\u202fPM.', '65% busy at 5\u202fPM.', '73% busy at 6\u202fPM.', '60% busy at 7\u202fPM.', '43% busy at 8\u202fPM.', '23% busy at 9\u202fPM.', '0% busy at 10\u202fPM.', '0% busy at 11\u202fPM.', '0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '12% busy at 8\u202fAM.', '20% busy at 9\u202fAM.', '20% busy at 10\u202fAM.', '18% busy at 11\u202fAM.', '12% busy at 12\u202fPM.', '16% busy at 1\u202fPM.', '26% busy at 2\u202fPM.', '32% busy at 3\u202fPM.', '43% busy at 4\u202fPM.', '50% busy at 5\u202fPM.', '61% busy at 6\u202fPM.', '55% busy at 7\u202fPM.', '47% busy at 8\u202fPM.', '24% busy at 9\u202fPM.', '0% busy at 10\u202fPM.', '0% busy at 11\u202fPM.', '0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '20% busy at 8\u202fAM.', '15% busy at 9\u202fAM.', '14% busy at 10\u202fAM.', '12% busy at 11\u202fAM.', '21% busy at 12\u202fPM.', '21% busy at 1\u202fPM.', '36% busy at 2\u202fPM.', '44% busy at 3\u202fPM.', '55% busy at 4\u202fPM.', '69% busy at 5\u202fPM.', '68% busy at 6\u202fPM.', '67% busy at 7\u202fPM.', '54% busy at 8\u202fPM.', '38% busy at 9\u202fPM.', '0% busy at 10\u202fPM.', '0% busy at 11\u202fPM.', '0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '11% busy at 8\u202fAM.', '24% busy at 9\u202fAM.', 'Currently 83% busy, usually 40% busy.', '50% busy at 11\u202fAM.', '55% busy at 12\u202fPM.', '67% busy at 1\u202fPM.', '82% busy at 2\u202fPM.', '88% busy at 3\u202fPM.', '97% busy at 4\u202fPM.', '100% busy at 5\u202fPM.', '97% busy at 6\u202fPM.', '86% busy at 7\u202fPM.', '65% busy at 8\u202fPM.', '38% busy at 9\u202fPM.', '0% busy at 10\u202fPM.', '0% busy at 11\u202fPM.']"
Pflugerville Elementary School,30.4285625,-97.6131875,"701 Immanuel Rd, Pflugerville, TX 78660",[]
Windermere Elementary School,30.4649375,-97.6433125,"429 Grand Ave Pkwy, Pflugerville, TX 78660",[]
Highland Park Elementary School,30.477937500000003,-97.6145625,"428 Kingston Lacy Blvd Basecamp 1, Pflugerville, TX 78660",[]
Rowe Lane Elementary School,30.4775625,-97.5625625,"3112 Speidel Dr, Pflugerville, TX 78660",[]
"Barron Elementary School, PfISD",30.4234375,-97.6480625,"14850 Harris Ridge Blvd, Pflugerville, TX 78660",[]
Spring Hill Elementary School,30.4425625,-97.6450625,"600 S Heatherwilde Blvd, Pflugerville, TX 78660",[]
Brookhollow Elementary School,30.4528125,-97.6180625,"1200 N Railroad Ave, Pflugerville, TX 78660",[]
Timmerman Elementary School,30.4499375,-97.6323125,"412 Swenson Farms Blvd, Pflugerville, TX 78660",[]
Mott Elementary,30.4645625,-97.5474375,"20101 Hodde Ln, Pflugerville, TX 78660",[]
"PFLUGERVILLE MONTESSORI HOUSE OF CHILDREN, INC.",30.4480625,-97.6531875,"2500 W Pecan St, Pflugerville, TX 78660",[]
Riojas Elementary School,30.4671875,-97.5676875,"3400 Crispin Hall Ln, Pflugerville, TX 78660",[]
Wieland Elementary School,30.4226875,-97.6395625,"900 Tudor House Rd, Pflugerville, TX 78660",[]
Cele Middle School,30.4576875,-97.5484375,"6000 Cele Rd, Pflugerville, TX 78660",[]
Harmony Science Academy - Pflugerville,30.4390625,-97.6636875,"1421 Wells Branch Pkwy #200, Pflugerville, TX 78660",[]
Murchison Elementary School,30.4670625,-97.5869375,"2215 Kelly Ln, Pflugerville, TX 78660",[]
Travis County WCID - Point Venture,30.3880625,-97.9954375,"18606 Venture Dr, Point Venture, TX 78645",[]
Point Venture Pool,30.3801875,-97.9931875,"551 Venture Blvd S, Lago Vista, TX 78645","['0% busy at 6\u202fAM.', '20% busy at 7\u202fAM.', '20% busy at 8\u202fAM.', '6% busy at 9\u202fAM.', '26% busy at 10\u202fAM.', '46% busy at 11\u202fAM.', '100% busy at 12\u202fPM.', '66% busy at 1\u202fPM.', '60% busy at 2\u202fPM.', '33% busy at 3\u202fPM.', '40% busy at 4\u202fPM.', '53% busy at 5\u202fPM.', '20% busy at 6\u202fPM.', '13% busy at 7\u202fPM.', '13% busy at 8\u202fPM.', '13% busy at 9\u202fPM.', '0% busy at 10\u202fPM.', '0% busy at 11\u202fPM.', '0% busy at 6\u202fAM.', '13% busy at 7\u202fAM.', '20% busy at 8\u202fAM.', '46% busy at 9\u202fAM.', '60% busy at 10\u202fAM.', '73% busy at 11\u202fAM.', '46% busy at 12\u202fPM.', '60% busy at 1\u202fPM.', '33% busy at 2\u202fPM.', '13% busy at 3\u202fPM.', '0% busy at 4\u202fPM.', '0% busy at 5\u202fPM.', '6% busy at 6\u202fPM.', '26% busy at 7\u202fPM.', '40% busy at 8\u202fPM.', '26% busy at 9\u202fPM.', '0% busy at 10\u202fPM.', '0% busy at 11\u202fPM.', '0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '0% busy at 8\u202fAM.', '6% busy at 9\u202fAM.', '20% busy at 10\u202fAM.', '20% busy at 11\u202fAM.', '26% busy at 12\u202fPM.', '46% busy at 1\u202fPM.', '26% busy at 2\u202fPM.', '33% busy at 3\u202fPM.', '13% busy at 4\u202fPM.', '13% busy at 5\u202fPM.', '0% busy at 6\u202fPM.', '13% busy at 7\u202fPM.', '33% busy at 8\u202fPM.', '46% busy at 9\u202fPM.', '0% busy at 10\u202fPM.', '0% busy at 11\u202fPM.', '0% busy at 6\u202fAM.', '6% busy at 7\u202fAM.', '0% busy at 8\u202fAM.', '13% busy at 9\u202fAM.', '13% busy at 10\u202fAM.', '26% busy at 11\u202fAM.', '20% busy at 12\u202fPM.', '6% busy at 1\u202fPM.', '6% busy at 2\u202fPM.', '20% busy at 3\u202fPM.', '40% busy at 4\u202fPM.', '20% busy at 5\u202fPM.', '20% busy at 6\u202fPM.', '33% busy at 7\u202fPM.', '40% busy at 8\u202fPM.', '13% busy at 9\u202fPM.', '0% busy at 10\u202fPM.', '0% busy at 11\u202fPM.', '0% busy at 6\u202fAM.', '13% busy at 7\u202fAM.', '0% busy at 8\u202fAM.', '13% busy at 9\u202fAM.', '26% busy at 10\u202fAM.', '40% busy at 11\u202fAM.', '26% busy at 12\u202fPM.', '13% busy at 1\u202fPM.', '6% busy at 2\u202fPM.', '6% busy at 3\u202fPM.', '26% busy at 4\u202fPM.', '60% busy at 5\u202fPM.', '66% busy at 6\u202fPM.', '26% busy at 7\u202fPM.', '6% busy at 8\u202fPM.', '0% busy at 9\u202fPM.', '0% busy at 10\u202fPM.', '0% busy at 11\u202fPM.', '0% busy at 6\u202fAM.', '33% busy at 7\u202fAM.', '73% busy at 8\u202fAM.', '73% busy at 9\u202fAM.', '93% busy at 10\u202fAM.', '93% busy at 11\u202fAM.', '73% busy at 12\u202fPM.', '60% busy at 1\u202fPM.', '20% busy at 2\u202fPM.', '20% busy at 3\u202fPM.', '20% busy at 4\u202fPM.', '20% busy at 5\u202fPM.', '6% busy at 6\u202fPM.', '20% busy at 7\u202fPM.', '46% busy at 8\u202fPM.', '80% busy at 9\u202fPM.', '0% busy at 10\u202fPM.', '0% busy at 11\u202fPM.']"
Captain Pete’s Boathouse,30.3795625,-97.9898125,"18200 Lakepoint Cove, Point Venture, TX 78645","['0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '0% busy at 8\u202fAM.', '0% busy at 9\u202fAM.', '0% busy at 10\u202fAM.', '37% busy at 11\u202fAM.', '57% busy at 12\u202fPM.', '66% busy at 1\u202fPM.', '64% busy at 2\u202fPM.', '60% busy at 3\u202fPM.', '58% busy at 4\u202fPM.', '59% busy at 5\u202fPM.', '54% busy at 6\u202fPM.', '47% busy at 7\u202fPM.', '32% busy at 8\u202fPM.', '18% busy at 9\u202fPM.', '0% busy at 10\u202fPM.', '0% busy at 11\u202fPM.', '0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '0% busy at 8\u202fAM.', '0% busy at 9\u202fAM.', '0% busy at 10\u202fAM.', '4% busy at 11\u202fAM.', '5% busy at 12\u202fPM.', '9% busy at 1\u202fPM.', '11% busy at 2\u202fPM.', '10% busy at 3\u202fPM.', '12% busy at 4\u202fPM.', '12% busy at 5\u202fPM.', '13% busy at 6\u202fPM.', '12% busy at 7\u202fPM.', '12% busy at 8\u202fPM.', '9% busy at 9\u202fPM.', '0% busy at 10\u202fPM.', '0% busy at 11\u202fPM.', '0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '0% busy at 8\u202fAM.', '0% busy at 9\u202fAM.', '0% busy at 10\u202fAM.', '1% busy at 11\u202fAM.', '3% busy at 12\u202fPM.', '2% busy at 1\u202fPM.', '4% busy at 2\u202fPM.', '3% busy at 3\u202fPM.', '5% busy at 4\u202fPM.', '6% busy at 5\u202fPM.', '12% busy at 6\u202fPM.', '11% busy at 7\u202fPM.', '10% busy at 8\u202fPM.', '6% busy at 9\u202fPM.', '0% busy at 10\u202fPM.', '0% busy at 11\u202fPM.', '0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '0% busy at 8\u202fAM.', '0% busy at 9\u202fAM.', '0% busy at 10\u202fAM.', '5% busy at 11\u202fAM.', '6% busy at 12\u202fPM.', '8% busy at 1\u202fPM.', '6% busy at 2\u202fPM.', '9% busy at 3\u202fPM.', '13% busy at 4\u202fPM.', '20% busy at 5\u202fPM.', '28% busy at 6\u202fPM.', '28% busy at 7\u202fPM.', '22% busy at 8\u202fPM.', '9% busy at 9\u202fPM.', '0% busy at 10\u202fPM.', '0% busy at 11\u202fPM.', '0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '0% busy at 8\u202fAM.', '0% busy at 9\u202fAM.', '0% busy at 10\u202fAM.', '9% busy at 11\u202fAM.', '15% busy at 12\u202fPM.', '18% busy at 1\u202fPM.', '17% busy at 2\u202fPM.', '13% busy at 3\u202fPM.', '11% busy at 4\u202fPM.', '16% busy at 5\u202fPM.', '20% busy at 6\u202fPM.', '26% busy at 7\u202fPM.', '25% busy at 8\u202fPM.', '15% busy at 9\u202fPM.', '0% busy at 10\u202fPM.', '0% busy at 11\u202fPM.', '0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '0% busy at 8\u202fAM.', '0% busy at 9\u202fAM.', '0% busy at 10\u202fAM.', '23% busy at 11\u202fAM.', '31% busy at 12\u202fPM.', '31% busy at 1\u202fPM.', '32% busy at 2\u202fPM.', '34% busy at 3\u202fPM.', '36% busy at 4\u202fPM.', '42% busy at 5\u202fPM.', '51% busy at 6\u202fPM.', '62% busy at 7\u202fPM.', '53% busy at 8\u202fPM.', '37% busy at 9\u202fPM.', '0% busy at 10\u202fPM.', '0% busy at 11\u202fPM.', '0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '0% busy at 8\u202fAM.', '0% busy at 9\u202fAM.', '0% busy at 10\u202fAM.', 'Currently 84% busy, usually 38% busy.', '60% busy at 12\u202fPM.', '78% busy at 1\u202fPM.', '78% busy at 2\u202fPM.', '77% busy at 3\u202fPM.', '83% busy at 4\u202fPM.', '95% busy at 5\u202fPM.', '100% busy at 6\u202fPM.', '85% busy at 7\u202fPM.', '72% busy at 8\u202fPM.', '48% busy at 9\u202fPM.', '0% busy at 10\u202fPM.', '0% busy at 11\u202fPM.']"
Point Venture Village Office,30.3879375,-97.9956875,"18606 Venture Dr, Leander, TX 78645",[]
4Points Academy,30.3876875,-97.8848125,"5145 Ranch Rd 620 N Suite F-110, Austin, TX 78732",[]
Eanes Elementary School,30.2830625,-97.8111875,"4101 Bee Caves Rd, West Lake Hills, TX 78746",[]
Hill Country Middle School,30.2706875,-97.8034375,"1300 Walsh Tarlton Ln, Austin, TX 78746",[]
"Synergy Pilates Rollingwood Austin, Texas",30.2634375,-97.7829375,"2525 Wallingwood Dr Suite 901, Austin, TX 78746","['0% busy at 5\u202fAM.', '0% busy at 6\u202fAM.', '6% busy at 7\u202fAM.', '12% busy at 8\u202fAM.', '12% busy at 9\u202fAM.', '6% busy at 10\u202fAM.', '12% busy at 11\u202fAM.', '6% busy at 12\u202fPM.', '0% busy at 1\u202fPM.', '0% busy at 2\u202fPM.', '18% busy at 3\u202fPM.', '25% busy at 4\u202fPM.', '0% busy at 5\u202fPM.', '0% busy at 6\u202fPM.', '0% busy at 7\u202fPM.', '0% busy at 8\u202fPM.', '0% busy at 9\u202fPM.', '0% busy at 10\u202fPM.', '0% busy at 5\u202fAM.', '37% busy at 6\u202fAM.', '18% busy at 7\u202fAM.', '6% busy at 8\u202fAM.', '0% busy at 9\u202fAM.', '12% busy at 10\u202fAM.', '18% busy at 11\u202fAM.', '37% busy at 12\u202fPM.', '25% busy at 1\u202fPM.', '18% busy at 2\u202fPM.', '6% busy at 3\u202fPM.', '0% busy at 4\u202fPM.', '0% busy at 5\u202fPM.', '6% busy at 6\u202fPM.', '18% busy at 7\u202fPM.', '0% busy at 8\u202fPM.', '0% busy at 9\u202fPM.', '0% busy at 10\u202fPM.', '0% busy at 5\u202fAM.', '6% busy at 6\u202fAM.', '6% busy at 7\u202fAM.', '0% busy at 8\u202fAM.', '6% busy at 9\u202fAM.', '12% busy at 10\u202fAM.', '6% busy at 11\u202fAM.', '0% busy at 12\u202fPM.', '6% busy at 1\u202fPM.', '12% busy at 2\u202fPM.', '31% busy at 3\u202fPM.', '12% busy at 4\u202fPM.', '6% busy at 5\u202fPM.', '0% busy at 6\u202fPM.', '6% busy at 7\u202fPM.', '0% busy at 8\u202fPM.', '0% busy at 9\u202fPM.', '0% busy at 10\u202fPM.', '0% busy at 5\u202fAM.', '37% busy at 6\u202fAM.', '31% busy at 7\u202fAM.', '31% busy at 8\u202fAM.', '50% busy at 9\u202fAM.', '37% busy at 10\u202fAM.', '50% busy at 11\u202fAM.', '81% busy at 12\u202fPM.', '81% busy at 1\u202fPM.', '50% busy at 2\u202fPM.', '25% busy at 3\u202fPM.', '12% busy at 4\u202fPM.', '12% busy at 5\u202fPM.', '37% busy at 6\u202fPM.', '31% busy at 7\u202fPM.', '0% busy at 8\u202fPM.', '0% busy at 9\u202fPM.', '0% busy at 10\u202fPM.', '0% busy at 5\u202fAM.', '12% busy at 6\u202fAM.', '18% busy at 7\u202fAM.', '18% busy at 8\u202fAM.', '31% busy at 9\u202fAM.', '37% busy at 10\u202fAM.', '25% busy at 11\u202fAM.', '12% busy at 12\u202fPM.', '31% busy at 1\u202fPM.', '37% busy at 2\u202fPM.', '37% busy at 3\u202fPM.', '25% busy at 4\u202fPM.', '25% busy at 5\u202fPM.', '12% busy at 6\u202fPM.', '6% busy at 7\u202fPM.', '0% busy at 8\u202fPM.', '0% busy at 9\u202fPM.', '0% busy at 10\u202fPM.', '0% busy at 5\u202fAM.', '6% busy at 6\u202fAM.', '18% busy at 7\u202fAM.', '37% busy at 8\u202fAM.', '25% busy at 9\u202fAM.', '37% busy at 10\u202fAM.', '37% busy at 11\u202fAM.', '43% busy at 12\u202fPM.', '18% busy at 1\u202fPM.', '18% busy at 2\u202fPM.', '31% busy at 3\u202fPM.', '62% busy at 4\u202fPM.', '31% busy at 5\u202fPM.', '12% busy at 6\u202fPM.', '6% busy at 7\u202fPM.', '0% busy at 8\u202fPM.', '0% busy at 9\u202fPM.', '0% busy at 10\u202fPM.', '0% busy at 5\u202fAM.', '25% busy at 6\u202fAM.', '12% busy at 7\u202fAM.', '6% busy at 8\u202fAM.', '0% busy at 9\u202fAM.', '6% busy at 10\u202fAM.', '18% busy at 11\u202fAM.', '43% busy at 12\u202fPM.', '100% busy at 1\u202fPM.', '68% busy at 2\u202fPM.', '68% busy at 3\u202fPM.', '43% busy at 4\u202fPM.', '0% busy at 5\u202fPM.', '0% busy at 6\u202fPM.', '0% busy at 7\u202fPM.', '0% busy at 8\u202fPM.', '0% busy at 9\u202fPM.', '0% busy at 10\u202fPM.']"
Westlake High School,30.2755625,-97.8125625,"4100 Westbank Dr, Austin, TX 78746",[]
Rollingwood Police Department,30.2756875,-97.7886875,"403 Nixon Dr, Austin, TX 78746",[]
Claude Berkman Elementary School,30.5103125,-97.6840625,"400 W Anderson Ave, Round Rock, TX 78664",[]
C.D. Fulkes Middle School,30.5115625,-97.6829375,"300 W Anderson Ave, Round Rock, TX 78664",[]
Upward Bound Montessori School,30.512187500000003,-97.6800625,"101 Fannin Ave, Round Rock, TX 78664",[]
Success High School,30.4958125,-97.6719375,"500 Gattis School Rd, Round Rock, TX 78664",[]
Round Rock High School,30.5086875,-97.6989375,"201 Deep Wood Dr, Round Rock, TX 78681",[]
Robertson Elementary School,30.5239375,-97.6633125,"1415 Bayland St, Round Rock, TX 78664",[]
Neysa Callison Elementary School,30.5020625,-97.6590625,"1750 Thompson Trail, Round Rock, TX 78664",[]
Deep Wood Elementary School,30.5003125,-97.6971875,"705 St Williams Ave, Round Rock, TX 78681",[]
TRILLIUM MONTESSORI,30.5168125,-97.6935625,"1000 Sam Bass Cir, Round Rock, TX 78681",[]
PFC Robert P. Hernandez Middle School,30.5295625,-97.6663125,"1901 Sunrise Rd, Round Rock, TX 78664",[]
Round Rock Montessori School,30.5224375,-97.7043125,"1818 Sam Bass Rd, Round Rock, TX 78681",[]
Bluebonnet Elementary School,30.4901875,-97.6911875,"1010 Chisholm Valley Dr, Round Rock, TX 78681",[]
Texas Spanish Academy,30.5070625,-97.6795625,"201 W Bagdad Ave, Round Rock, TX 78664",[]
Round Rock Christian Academy,30.5088125,-97.6926875,"800 Westwood Dr, Round Rock, TX 78681",[]
Austin Medical Assistant School - Round Rock,30.513687500000003,-97.6853125,"894 Summit St #108, Round Rock, TX 78664",[]
San Leanna Community Center,30.139312500000003,-97.8208125,"11906 Sleepy Hollow Rd, Manchaca, TX 78652",[]
Whole Life Learning Center,30.1471875,-97.7988125,"10801 Old San Antonio Rd, Austin, TX 78748",[]
Sunfield Elementary,30.0811875,-97.8084375,"155 Vista Gardens Dr, Buda, TX 78610",[]
Cowan Elementary School,30.1886875,-97.8334375,"2817 Kentish Dr, Austin, TX 78748",[]
Del Valle Discipline Alternative Education,30.1903125,-97.6999375,"4305 McKinney Falls Pkwy, Austin, TX 78744",[]
Bailey Middle School,30.1640625,-97.8728125,"4020 Lost Oasis Hollow, Austin, TX 78739",[]
Primrose School of Shady Hollow,30.1490625,-97.8544375,"12341 Brodie Ln, Austin, TX 78748",[]
Valor South Austin,30.1756875,-97.8889375,"11720 S MoPac Expy, Austin, TX 78739",[]
Baldwin Elementary School,30.1848125,-97.9233125,"12200 Meridian Park Blvd, Austin, TX 78739",[]
Villages of Shady Hollow Pool and Amenity Center,30.1540625,-97.8543125,"12006 Gatling Gun Ln, Austin, TX 78748","['0% busy at 5\u202fAM.', '17% busy at 6\u202fAM.', '17% busy at 7\u202fAM.', '25% busy at 8\u202fAM.', '21% busy at 9\u202fAM.', '10% busy at 10\u202fAM.', '10% busy at 11\u202fAM.', '14% busy at 12\u202fPM.', '25% busy at 1\u202fPM.', '17% busy at 2\u202fPM.', '28% busy at 3\u202fPM.', '32% busy at 4\u202fPM.', '28% busy at 5\u202fPM.', '21% busy at 6\u202fPM.', '10% busy at 7\u202fPM.', '10% busy at 8\u202fPM.', '21% busy at 9\u202fPM.', '0% busy at 10\u202fPM.', '0% busy at 5\u202fAM.', '25% busy at 6\u202fAM.', '21% busy at 7\u202fAM.', '17% busy at 8\u202fAM.', '32% busy at 9\u202fAM.', '57% busy at 10\u202fAM.', '53% busy at 11\u202fAM.', '25% busy at 12\u202fPM.', '21% busy at 1\u202fPM.', '25% busy at 2\u202fPM.', '50% busy at 3\u202fPM.', '32% busy at 4\u202fPM.', '35% busy at 5\u202fPM.', '17% busy at 6\u202fPM.', '14% busy at 7\u202fPM.', '14% busy at 8\u202fPM.', '14% busy at 9\u202fPM.', '0% busy at 10\u202fPM.', '0% busy at 5\u202fAM.', '3% busy at 6\u202fAM.', '10% busy at 7\u202fAM.', '17% busy at 8\u202fAM.', '10% busy at 9\u202fAM.', '17% busy at 10\u202fAM.', '32% busy at 11\u202fAM.', '32% busy at 12\u202fPM.', '42% busy at 1\u202fPM.', '39% busy at 2\u202fPM.', '64% busy at 3\u202fPM.', '39% busy at 4\u202fPM.', '28% busy at 5\u202fPM.', '25% busy at 6\u202fPM.', '10% busy at 7\u202fPM.', '7% busy at 8\u202fPM.', '10% busy at 9\u202fPM.', '0% busy at 10\u202fPM.', '0% busy at 5\u202fAM.', '10% busy at 6\u202fAM.', '17% busy at 7\u202fAM.', '14% busy at 8\u202fAM.', '21% busy at 9\u202fAM.', '14% busy at 10\u202fAM.', '10% busy at 11\u202fAM.', '10% busy at 12\u202fPM.', '21% busy at 1\u202fPM.', '17% busy at 2\u202fPM.', '32% busy at 3\u202fPM.', '32% busy at 4\u202fPM.', '28% busy at 5\u202fPM.', '10% busy at 6\u202fPM.', '7% busy at 7\u202fPM.', '0% busy at 8\u202fPM.', '0% busy at 9\u202fPM.', '0% busy at 10\u202fPM.', '0% busy at 5\u202fAM.', '7% busy at 6\u202fAM.', '7% busy at 7\u202fAM.', '17% busy at 8\u202fAM.', '21% busy at 9\u202fAM.', '42% busy at 10\u202fAM.', '39% busy at 11\u202fAM.', '32% busy at 12\u202fPM.', '32% busy at 1\u202fPM.', '25% busy at 2\u202fPM.', '35% busy at 3\u202fPM.', '14% busy at 4\u202fPM.', '17% busy at 5\u202fPM.', '25% busy at 6\u202fPM.', '46% busy at 7\u202fPM.', '35% busy at 8\u202fPM.', '17% busy at 9\u202fPM.', '0% busy at 10\u202fPM.', '0% busy at 5\u202fAM.', '14% busy at 6\u202fAM.', '17% busy at 7\u202fAM.', '7% busy at 8\u202fAM.', '7% busy at 9\u202fAM.', '10% busy at 10\u202fAM.', '14% busy at 11\u202fAM.', '28% busy at 12\u202fPM.', '35% busy at 1\u202fPM.', '46% busy at 2\u202fPM.', '46% busy at 3\u202fPM.', '35% busy at 4\u202fPM.', '32% busy at 5\u202fPM.', '39% busy at 6\u202fPM.', '42% busy at 7\u202fPM.', '46% busy at 8\u202fPM.', '46% busy at 9\u202fPM.', '0% busy at 10\u202fPM.', '0% busy at 5\u202fAM.', '25% busy at 6\u202fAM.', '25% busy at 7\u202fAM.', '21% busy at 8\u202fAM.', '25% busy at 9\u202fAM.', '32% busy at 10\u202fAM.', '32% busy at 11\u202fAM.', '35% busy at 12\u202fPM.', '35% busy at 1\u202fPM.', '46% busy at 2\u202fPM.', '57% busy at 3\u202fPM.', '78% busy at 4\u202fPM.', '85% busy at 5\u202fPM.', '100% busy at 6\u202fPM.', '78% busy at 7\u202fPM.', '53% busy at 8\u202fPM.', '46% busy at 9\u202fPM.', '0% busy at 10\u202fPM.']"
James Bowie High School,30.187687500000003,-97.8584375,"4103 W Slaughter Ln, Austin, TX 78749",[]
Bailey MS Band,30.1641875,-97.8724375,"4020 Lost Oasis Hollow, Austin, TX 78739",[]
Shady Hollow HOA Community Center,30.169937500000003,-97.8535625,"3303 Doe Run, Austin, TX 78748",[]
Steiner Ranch Elementary School,30.3793125,-97.8841875,"4001 N Quinlan Park Rd, Austin, TX 78732",[]
School in the Hills Montessori,30.3691875,-97.8935625,"2900 N Quinlan Park Rd #430, Austin, TX 78732",[]
The Goddard School of Steiner Ranch,30.3885625,-97.8856875,"5145 N FM 620 Building H, Austin, TX 78732",[]
River Ridge Elementary School,30.3460625,-97.9163125,"12900 Tierra Grande Trail, Austin, TX 78732",[]
Laura Welch Bush Elementary School,30.3660625,-97.9004375,"12600 Country Trails Ln, Austin, TX 78732",[]
Canyon Ridge Middle School,30.3648125,-97.9029375,"12601 Country Trails Ln, Austin, TX 78732",[]
Premier Martial Arts Steiner Ranch,30.388687500000003,-97.8836875,"5145 N FM 620 Ste B-120, Austin, TX 78732",[]
Steiner Christian Preschool,30.3926875,-97.8885625,"5000 Marshall Ford Rd, Austin, TX 78732",[]
Meritage at Steiner Ranch,30.3805625,-97.8778125,"4500 Steiner Ranch Blvd, Austin, TX 78732",[]
Steiner Ranch Elementary Parking,30.3784375,-97.8838125,"4001 N Quinlan Park Rd, Austin, TX 78732",[]
Bridge at Steiner Ranch Apartments,30.3833125,-97.8736875,"4800 Steiner Ranch Blvd, Austin, TX 78732",[]
