Name,Latitude,Longitude,Address,Hour Status
The Paramount Theatre,30.2694375,-97.7420625,"713 Congress Ave., Austin, TX 78701","['0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '0% busy at 8\u202fAM.', '0% busy at 9\u202fAM.', '0% busy at 10\u202fAM.', '0% busy at 11\u202fAM.', '4% busy at 12\u202fPM.', '6% busy at 1\u202fPM.', '5% busy at 2\u202fPM.', '5% busy at 3\u202fPM.', '5% busy at 4\u202fPM.', '6% busy at 5\u202fPM.', '8% busy at 6\u202fPM.', '9% busy at 7\u202fPM.', '9% busy at 8\u202fPM.', '8% busy at 9\u202fPM.', '4% busy at 10\u202fPM.', '3% busy at 11\u202fPM.', '2% busy at 12\u202fAM.', '3% busy at 1\u202fAM.', '3% busy at 2\u202fAM.', '3% busy at 3\u202fAM.', '1% busy at 4\u202fAM.', '1% busy at 5\u202fAM.', '0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '0% busy at 8\u202fAM.', '0% busy at 9\u202fAM.', '0% busy at 10\u202fAM.', '0% busy at 11\u202fAM.', '7% busy at 12\u202fPM.', '7% busy at 1\u202fPM.', '8% busy at 2\u202fPM.', '9% busy at 3\u202fPM.', '13% busy at 4\u202fPM.', '25% busy at 5\u202fPM.', '42% busy at 6\u202fPM.', '54% busy at 7\u202fPM.', '55% busy at 8\u202fPM.', '43% busy at 9\u202fPM.', '29% busy at 10\u202fPM.', '15% busy at 11\u202fPM.', '5% busy at 12\u202fAM.', '1% busy at 1\u202fAM.', '0% busy at 2\u202fAM.', '1% busy at 3\u202fAM.', '1% busy at 4\u202fAM.', '1% busy at 5\u202fAM.', '0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '0% busy at 8\u202fAM.', '0% busy at 9\u202fAM.', '0% busy at 10\u202fAM.', '0% busy at 11\u202fAM.', '5% busy at 12\u202fPM.', '6% busy at 1\u202fPM.', '6% busy at 2\u202fPM.', '7% busy at 3\u202fPM.', '12% busy at 4\u202fPM.', '20% busy at 5\u202fPM.', '32% busy at 6\u202fPM.', '41% busy at 7\u202fPM.', '44% busy at 8\u202fPM.', '37% busy at 9\u202fPM.', '23% busy at 10\u202fPM.', '12% busy at 11\u202fPM.', '5% busy at 12\u202fAM.', '2% busy at 1\u202fAM.', '1% busy at 2\u202fAM.', '0% busy at 3\u202fAM.', '0% busy at 4\u202fAM.', '0% busy at 5\u202fAM.', '0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '0% busy at 8\u202fAM.', '0% busy at 9\u202fAM.', '0% busy at 10\u202fAM.', '0% busy at 11\u202fAM.', '7% busy at 12\u202fPM.', '7% busy at 1\u202fPM.', '6% busy at 2\u202fPM.', '8% busy at 3\u202fPM.', '16% busy at 4\u202fPM.', '36% busy at 5\u202fPM.', '67% busy at 6\u202fPM.', '92% busy at 7\u202fPM.', '91% busy at 8\u202fPM.', '72% busy at 9\u202fPM.', '40% busy at 10\u202fPM.', '16% busy at 11\u202fPM.', '6% busy at 12\u202fAM.', '2% busy at 1\u202fAM.', '1% busy at 2\u202fAM.', '0% busy at 3\u202fAM.', '0% busy at 4\u202fAM.', '0% busy at 5\u202fAM.', '0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '0% busy at 8\u202fAM.', '0% busy at 9\u202fAM.', '0% busy at 10\u202fAM.', '0% busy at 11\u202fAM.', '8% busy at 12\u202fPM.', '9% busy at 1\u202fPM.', '8% busy at 2\u202fPM.', '9% busy at 3\u202fPM.', '17% busy at 4\u202fPM.', '34% busy at 5\u202fPM.', '62% busy at 6\u202fPM.', '89% busy at 7\u202fPM.', '100% busy at 8\u202fPM.', '94% busy at 9\u202fPM.', '71% busy at 10\u202fPM.', '43% busy at 11\u202fPM.', '19% busy at 12\u202fAM.', '7% busy at 1\u202fAM.', '2% busy at 2\u202fAM.', '1% busy at 3\u202fAM.', '1% busy at 4\u202fAM.', '1% busy at 5\u202fAM.', '0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '0% busy at 8\u202fAM.', '0% busy at 9\u202fAM.', '0% busy at 10\u202fAM.', '0% busy at 11\u202fAM.', '10% busy at 12\u202fPM.', '16% busy at 1\u202fPM.', '23% busy at 2\u202fPM.', '28% busy at 3\u202fPM.', '32% busy at 4\u202fPM.', '42% busy at 5\u202fPM.', '61% busy at 6\u202fPM.', '80% busy at 7\u202fPM.', '88% busy at 8\u202fPM.', '75% busy at 9\u202fPM.', '48% busy at 10\u202fPM.', '23% busy at 11\u202fPM.', '9% busy at 12\u202fAM.', '3% busy at 1\u202fAM.', '2% busy at 2\u202fAM.', '2% busy at 3\u202fAM.', '0% busy at 4\u202fAM.', '0% busy at 5\u202fAM.']"
ZACH Theatre,30.2641875,-97.7581875,"202 S Lamar Blvd, Austin, TX 78704",[]
Regal Metropolitan,30.1980625,-97.7695625,"901 Little Texas Ln, Austin, TX 78745","['0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '0% busy at 8\u202fAM.', '0% busy at 9\u202fAM.', '0% busy at 10\u202fAM.', '26% busy at 11\u202fAM.', '37% busy at 12\u202fPM.', '47% busy at 1\u202fPM.', '57% busy at 2\u202fPM.', 'Currently 54% busy, usually 65% busy.', '67% busy at 4\u202fPM.', '64% busy at 5\u202fPM.', '61% busy at 6\u202fPM.', '56% busy at 7\u202fPM.', '49% busy at 8\u202fPM.', '45% busy at 9\u202fPM.', '38% busy at 10\u202fPM.', '33% busy at 11\u202fPM.', '0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '0% busy at 8\u202fAM.', '0% busy at 9\u202fAM.', '0% busy at 10\u202fAM.', '13% busy at 11\u202fAM.', '18% busy at 12\u202fPM.', '19% busy at 1\u202fPM.', '18% busy at 2\u202fPM.', '16% busy at 3\u202fPM.', '16% busy at 4\u202fPM.', '19% busy at 5\u202fPM.', '27% busy at 6\u202fPM.', '34% busy at 7\u202fPM.', '40% busy at 8\u202fPM.', '39% busy at 9\u202fPM.', '36% busy at 10\u202fPM.', '28% busy at 11\u202fPM.', '0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '0% busy at 8\u202fAM.', '0% busy at 9\u202fAM.', '0% busy at 10\u202fAM.', '11% busy at 11\u202fAM.', '15% busy at 12\u202fPM.', '18% busy at 1\u202fPM.', '19% busy at 2\u202fPM.', '20% busy at 3\u202fPM.', '22% busy at 4\u202fPM.', '27% busy at 5\u202fPM.', '38% busy at 6\u202fPM.', '49% busy at 7\u202fPM.', '54% busy at 8\u202fPM.', '55% busy at 9\u202fPM.', '48% busy at 10\u202fPM.', '37% busy at 11\u202fPM.', '0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '0% busy at 8\u202fAM.', '0% busy at 9\u202fAM.', '0% busy at 10\u202fAM.', '6% busy at 11\u202fAM.', '7% busy at 12\u202fPM.', '9% busy at 1\u202fPM.', '12% busy at 2\u202fPM.', '14% busy at 3\u202fPM.', '17% busy at 4\u202fPM.', '20% busy at 5\u202fPM.', '25% busy at 6\u202fPM.', '30% busy at 7\u202fPM.', '33% busy at 8\u202fPM.', '34% busy at 9\u202fPM.', '32% busy at 10\u202fPM.', '25% busy at 11\u202fPM.', '0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '0% busy at 8\u202fAM.', '0% busy at 9\u202fAM.', '0% busy at 10\u202fAM.', '6% busy at 11\u202fAM.', '11% busy at 12\u202fPM.', '15% busy at 1\u202fPM.', '18% busy at 2\u202fPM.', '20% busy at 3\u202fPM.', '25% busy at 4\u202fPM.', '32% busy at 5\u202fPM.', '40% busy at 6\u202fPM.', '47% busy at 7\u202fPM.', '48% busy at 8\u202fPM.', '49% busy at 9\u202fPM.', '47% busy at 10\u202fPM.', '39% busy at 11\u202fPM.', '0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '0% busy at 8\u202fAM.', '0% busy at 9\u202fAM.', '0% busy at 10\u202fAM.', '11% busy at 11\u202fAM.', '13% busy at 12\u202fPM.', '16% busy at 1\u202fPM.', '17% busy at 2\u202fPM.', '21% busy at 3\u202fPM.', '28% busy at 4\u202fPM.', '39% busy at 5\u202fPM.', '53% busy at 6\u202fPM.', '69% busy at 7\u202fPM.', '85% busy at 8\u202fPM.', '97% busy at 9\u202fPM.', '100% busy at 10\u202fPM.', '82% busy at 11\u202fPM.', '0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '0% busy at 8\u202fAM.', '0% busy at 9\u202fAM.', '0% busy at 10\u202fAM.', '22% busy at 11\u202fAM.', '32% busy at 12\u202fPM.', '43% busy at 1\u202fPM.', '55% busy at 2\u202fPM.', '64% busy at 3\u202fPM.', '70% busy at 4\u202fPM.', '71% busy at 5\u202fPM.', '74% busy at 6\u202fPM.', '78% busy at 7\u202fPM.', '81% busy at 8\u202fPM.', '82% busy at 9\u202fPM.', '76% busy at 10\u202fPM.', '62% busy at 11\u202fPM.']"
IPIC Theaters,30.3961875,-97.7279375,"3225 Amy Donovan Plaza, Austin, TX 78758","['0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '0% busy at 8\u202fAM.', '0% busy at 9\u202fAM.', '13% busy at 10\u202fAM.', '23% busy at 11\u202fAM.', '33% busy at 12\u202fPM.', '38% busy at 1\u202fPM.', '44% busy at 2\u202fPM.', 'Currently 67% busy, usually 52% busy.', '57% busy at 4\u202fPM.', '59% busy at 5\u202fPM.', '57% busy at 6\u202fPM.', '52% busy at 7\u202fPM.', '48% busy at 8\u202fPM.', '42% busy at 9\u202fPM.', '37% busy at 10\u202fPM.', '0% busy at 11\u202fPM.', '0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '0% busy at 8\u202fAM.', '0% busy at 9\u202fAM.', '0% busy at 10\u202fAM.', '0% busy at 11\u202fAM.', '8% busy at 12\u202fPM.', '10% busy at 1\u202fPM.', '15% busy at 2\u202fPM.', '19% busy at 3\u202fPM.', '21% busy at 4\u202fPM.', '24% busy at 5\u202fPM.', '26% busy at 6\u202fPM.', '35% busy at 7\u202fPM.', '39% busy at 8\u202fPM.', '35% busy at 9\u202fPM.', '27% busy at 10\u202fPM.', '0% busy at 11\u202fPM.', '0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '0% busy at 8\u202fAM.', '0% busy at 9\u202fAM.', '0% busy at 10\u202fAM.', '0% busy at 11\u202fAM.', '6% busy at 12\u202fPM.', '9% busy at 1\u202fPM.', '14% busy at 2\u202fPM.', '15% busy at 3\u202fPM.', '19% busy at 4\u202fPM.', '23% busy at 5\u202fPM.', '33% busy at 6\u202fPM.', '40% busy at 7\u202fPM.', '39% busy at 8\u202fPM.', '31% busy at 9\u202fPM.', '25% busy at 10\u202fPM.', '0% busy at 11\u202fPM.', '0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '0% busy at 8\u202fAM.', '0% busy at 9\u202fAM.', '0% busy at 10\u202fAM.', '0% busy at 11\u202fAM.', '8% busy at 12\u202fPM.', '12% busy at 1\u202fPM.', '13% busy at 2\u202fPM.', '13% busy at 3\u202fPM.', '18% busy at 4\u202fPM.', '29% busy at 5\u202fPM.', '41% busy at 6\u202fPM.', '45% busy at 7\u202fPM.', '43% busy at 8\u202fPM.', '35% busy at 9\u202fPM.', '27% busy at 10\u202fPM.', '0% busy at 11\u202fPM.', '0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '0% busy at 8\u202fAM.', '0% busy at 9\u202fAM.', '0% busy at 10\u202fAM.', '0% busy at 11\u202fAM.', '9% busy at 12\u202fPM.', '14% busy at 1\u202fPM.', '18% busy at 2\u202fPM.', '28% busy at 3\u202fPM.', '32% busy at 4\u202fPM.', '37% busy at 5\u202fPM.', '41% busy at 6\u202fPM.', '47% busy at 7\u202fPM.', '50% busy at 8\u202fPM.', '48% busy at 9\u202fPM.', '44% busy at 10\u202fPM.', '0% busy at 11\u202fPM.', '0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '0% busy at 8\u202fAM.', '0% busy at 9\u202fAM.', '0% busy at 10\u202fAM.', '0% busy at 11\u202fAM.', '10% busy at 12\u202fPM.', '19% busy at 1\u202fPM.', '29% busy at 2\u202fPM.', '36% busy at 3\u202fPM.', '40% busy at 4\u202fPM.', '46% busy at 5\u202fPM.', '57% busy at 6\u202fPM.', '69% busy at 7\u202fPM.', '78% busy at 8\u202fPM.', '83% busy at 9\u202fPM.', '81% busy at 10\u202fPM.', '0% busy at 11\u202fPM.', '0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '0% busy at 8\u202fAM.', '0% busy at 9\u202fAM.', '19% busy at 10\u202fAM.', '33% busy at 11\u202fAM.', '49% busy at 12\u202fPM.', '58% busy at 1\u202fPM.', '68% busy at 2\u202fPM.', '69% busy at 3\u202fPM.', '73% busy at 4\u202fPM.', '78% busy at 5\u202fPM.', '85% busy at 6\u202fPM.', '94% busy at 7\u202fPM.', '98% busy at 8\u202fPM.', '100% busy at 9\u202fPM.', '88% busy at 10\u202fPM.', '0% busy at 11\u202fPM.']"
The VORTEX,30.2839375,-97.7174375,"2307 Manor Rd #2135, Austin, TX 78722","['0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '0% busy at 8\u202fAM.', '0% busy at 9\u202fAM.', '0% busy at 10\u202fAM.', '0% busy at 11\u202fAM.', '0% busy at 12\u202fPM.', '0% busy at 1\u202fPM.', '0% busy at 2\u202fPM.', '0% busy at 3\u202fPM.', '0% busy at 4\u202fPM.', '22% busy at 5\u202fPM.', '24% busy at 6\u202fPM.', '27% busy at 7\u202fPM.', '15% busy at 8\u202fPM.', '11% busy at 9\u202fPM.', '15% busy at 10\u202fPM.', '18% busy at 11\u202fPM.', '0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '0% busy at 8\u202fAM.', '0% busy at 9\u202fAM.', '0% busy at 10\u202fAM.', '0% busy at 11\u202fAM.', '0% busy at 12\u202fPM.', '0% busy at 1\u202fPM.', '0% busy at 2\u202fPM.', '0% busy at 3\u202fPM.', '0% busy at 4\u202fPM.', '12% busy at 5\u202fPM.', '24% busy at 6\u202fPM.', '28% busy at 7\u202fPM.', '28% busy at 8\u202fPM.', '28% busy at 9\u202fPM.', '29% busy at 10\u202fPM.', '35% busy at 11\u202fPM.', '0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '0% busy at 8\u202fAM.', '0% busy at 9\u202fAM.', '0% busy at 10\u202fAM.', '0% busy at 11\u202fAM.', '0% busy at 12\u202fPM.', '0% busy at 1\u202fPM.', '0% busy at 2\u202fPM.', '0% busy at 3\u202fPM.', '0% busy at 4\u202fPM.', '6% busy at 5\u202fPM.', '7% busy at 6\u202fPM.', '11% busy at 7\u202fPM.', '16% busy at 8\u202fPM.', '14% busy at 9\u202fPM.', '15% busy at 10\u202fPM.', '6% busy at 11\u202fPM.', '0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '0% busy at 8\u202fAM.', '0% busy at 9\u202fAM.', '0% busy at 10\u202fAM.', '0% busy at 11\u202fAM.', '0% busy at 12\u202fPM.', '0% busy at 1\u202fPM.', '0% busy at 2\u202fPM.', '0% busy at 3\u202fPM.', '0% busy at 4\u202fPM.', '18% busy at 5\u202fPM.', '42% busy at 6\u202fPM.', '54% busy at 7\u202fPM.', '55% busy at 8\u202fPM.', '44% busy at 9\u202fPM.', '20% busy at 10\u202fPM.', '9% busy at 11\u202fPM.', '0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '0% busy at 8\u202fAM.', '0% busy at 9\u202fAM.', '0% busy at 10\u202fAM.', '0% busy at 11\u202fAM.', '0% busy at 12\u202fPM.', '0% busy at 1\u202fPM.', '0% busy at 2\u202fPM.', '0% busy at 3\u202fPM.', '0% busy at 4\u202fPM.', '22% busy at 5\u202fPM.', '37% busy at 6\u202fPM.', '54% busy at 7\u202fPM.', '64% busy at 8\u202fPM.', '59% busy at 9\u202fPM.', '51% busy at 10\u202fPM.', '35% busy at 11\u202fPM.', '0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '0% busy at 8\u202fAM.', '0% busy at 9\u202fAM.', '0% busy at 10\u202fAM.', '0% busy at 11\u202fAM.', '0% busy at 12\u202fPM.', '0% busy at 1\u202fPM.', '0% busy at 2\u202fPM.', '0% busy at 3\u202fPM.', '0% busy at 4\u202fPM.', '12% busy at 5\u202fPM.', '31% busy at 6\u202fPM.', '64% busy at 7\u202fPM.', '83% busy at 8\u202fPM.', '74% busy at 9\u202fPM.', '57% busy at 10\u202fPM.', '36% busy at 11\u202fPM.', '0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '0% busy at 8\u202fAM.', '0% busy at 9\u202fAM.', '0% busy at 10\u202fAM.', '0% busy at 11\u202fAM.', '0% busy at 12\u202fPM.', '0% busy at 1\u202fPM.', '0% busy at 2\u202fPM.', '0% busy at 3\u202fPM.', '0% busy at 4\u202fPM.', '20% busy at 5\u202fPM.', '37% busy at 6\u202fPM.', '67% busy at 7\u202fPM.', '83% busy at 8\u202fPM.', '89% busy at 9\u202fPM.', '100% busy at 10\u202fPM.', '85% busy at 11\u202fPM.', '63% busy at 12\u202fAM.']"
Cinemark Southpark Meadows,30.1540625,-97.7941875,"9900 S IH-35 Service Road SB Unit N, Austin, TX 78748",[]
Alamo Drafthouse Cinema Mueller,30.298562500000003,-97.7045625,"1911 Aldrich St #120, Austin, TX 78723","['0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '0% busy at 8\u202fAM.', '0% busy at 9\u202fAM.', '0% busy at 10\u202fAM.', '47% busy at 11\u202fAM.', '65% busy at 12\u202fPM.', '75% busy at 1\u202fPM.', '78% busy at 2\u202fPM.', 'Currently 75% busy, usually 76% busy.', '74% busy at 4\u202fPM.', '75% busy at 5\u202fPM.', '73% busy at 6\u202fPM.', '67% busy at 7\u202fPM.', '54% busy at 8\u202fPM.', '44% busy at 9\u202fPM.', '31% busy at 10\u202fPM.', '0% busy at 11\u202fPM.', '0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '0% busy at 8\u202fAM.', '0% busy at 9\u202fAM.', '0% busy at 10\u202fAM.', '22% busy at 11\u202fAM.', '32% busy at 12\u202fPM.', '38% busy at 1\u202fPM.', '39% busy at 2\u202fPM.', '38% busy at 3\u202fPM.', '40% busy at 4\u202fPM.', '43% busy at 5\u202fPM.', '50% busy at 6\u202fPM.', '53% busy at 7\u202fPM.', '49% busy at 8\u202fPM.', '40% busy at 9\u202fPM.', '27% busy at 10\u202fPM.', '0% busy at 11\u202fPM.', '0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '0% busy at 8\u202fAM.', '0% busy at 9\u202fAM.', '0% busy at 10\u202fAM.', '20% busy at 11\u202fAM.', '25% busy at 12\u202fPM.', '27% busy at 1\u202fPM.', '27% busy at 2\u202fPM.', '30% busy at 3\u202fPM.', '35% busy at 4\u202fPM.', '47% busy at 5\u202fPM.', '62% busy at 6\u202fPM.', '68% busy at 7\u202fPM.', '61% busy at 8\u202fPM.', '47% busy at 9\u202fPM.', '33% busy at 10\u202fPM.', '0% busy at 11\u202fPM.', '0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '0% busy at 8\u202fAM.', '0% busy at 9\u202fAM.', '0% busy at 10\u202fAM.', '21% busy at 11\u202fAM.', '27% busy at 12\u202fPM.', '29% busy at 1\u202fPM.', '29% busy at 2\u202fPM.', '30% busy at 3\u202fPM.', '33% busy at 4\u202fPM.', '41% busy at 5\u202fPM.', '55% busy at 6\u202fPM.', '62% busy at 7\u202fPM.', '59% busy at 8\u202fPM.', '47% busy at 9\u202fPM.', '32% busy at 10\u202fPM.', '0% busy at 11\u202fPM.', '0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '0% busy at 8\u202fAM.', '0% busy at 9\u202fAM.', '0% busy at 10\u202fAM.', '25% busy at 11\u202fAM.', '31% busy at 12\u202fPM.', '33% busy at 1\u202fPM.', '33% busy at 2\u202fPM.', '35% busy at 3\u202fPM.', '39% busy at 4\u202fPM.', '49% busy at 5\u202fPM.', '61% busy at 6\u202fPM.', '68% busy at 7\u202fPM.', '68% busy at 8\u202fPM.', '60% busy at 9\u202fPM.', '49% busy at 10\u202fPM.', '0% busy at 11\u202fPM.', '0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '0% busy at 8\u202fAM.', '0% busy at 9\u202fAM.', '0% busy at 10\u202fAM.', '27% busy at 11\u202fAM.', '34% busy at 12\u202fPM.', '40% busy at 1\u202fPM.', '47% busy at 2\u202fPM.', '47% busy at 3\u202fPM.', '52% busy at 4\u202fPM.', '63% busy at 5\u202fPM.', '82% busy at 6\u202fPM.', '96% busy at 7\u202fPM.', '100% busy at 8\u202fPM.', '95% busy at 9\u202fPM.', '77% busy at 10\u202fPM.', '0% busy at 11\u202fPM.', '0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '0% busy at 8\u202fAM.', '0% busy at 9\u202fAM.', '0% busy at 10\u202fAM.', '39% busy at 11\u202fAM.', '57% busy at 12\u202fPM.', '70% busy at 1\u202fPM.', '76% busy at 2\u202fPM.', '75% busy at 3\u202fPM.', '76% busy at 4\u202fPM.', '77% busy at 5\u202fPM.', '81% busy at 6\u202fPM.', '82% busy at 7\u202fPM.', '88% busy at 8\u202fPM.', '92% busy at 9\u202fPM.', '85% busy at 10\u202fPM.', '0% busy at 11\u202fPM.']"
Austin Playhouse,30.2849375,-97.7426875,"405 W 22nd St, Austin, TX 78705",[]
Galaxy Theatres Austin,30.3290625,-97.7079375,"6700 Middle Fiskville Rd, Austin, TX 78752","['0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '0% busy at 8\u202fAM.', '0% busy at 9\u202fAM.', '18% busy at 10\u202fAM.', '32% busy at 11\u202fAM.', '44% busy at 12\u202fPM.', '55% busy at 1\u202fPM.', '63% busy at 2\u202fPM.', 'Currently 33% busy, usually 69% busy.', '73% busy at 4\u202fPM.', '70% busy at 5\u202fPM.', '72% busy at 6\u202fPM.', '67% busy at 7\u202fPM.', '62% busy at 8\u202fPM.', '56% busy at 9\u202fPM.', '45% busy at 10\u202fPM.', '0% busy at 11\u202fPM.', '0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '0% busy at 8\u202fAM.', '0% busy at 9\u202fAM.', '0% busy at 10\u202fAM.', '0% busy at 11\u202fAM.', '10% busy at 12\u202fPM.', '15% busy at 1\u202fPM.', '19% busy at 2\u202fPM.', '20% busy at 3\u202fPM.', '19% busy at 4\u202fPM.', '19% busy at 5\u202fPM.', '23% busy at 6\u202fPM.', '26% busy at 7\u202fPM.', '28% busy at 8\u202fPM.', '24% busy at 9\u202fPM.', '21% busy at 10\u202fPM.', '0% busy at 11\u202fPM.', '0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '0% busy at 8\u202fAM.', '0% busy at 9\u202fAM.', '0% busy at 10\u202fAM.', '0% busy at 11\u202fAM.', '12% busy at 12\u202fPM.', '17% busy at 1\u202fPM.', '19% busy at 2\u202fPM.', '23% busy at 3\u202fPM.', '28% busy at 4\u202fPM.', '34% busy at 5\u202fPM.', '45% busy at 6\u202fPM.', '52% busy at 7\u202fPM.', '57% busy at 8\u202fPM.', '54% busy at 9\u202fPM.', '43% busy at 10\u202fPM.', '0% busy at 11\u202fPM.', '0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '0% busy at 8\u202fAM.', '0% busy at 9\u202fAM.', '0% busy at 10\u202fAM.', '0% busy at 11\u202fAM.', '10% busy at 12\u202fPM.', '11% busy at 1\u202fPM.', '12% busy at 2\u202fPM.', '13% busy at 3\u202fPM.', '13% busy at 4\u202fPM.', '16% busy at 5\u202fPM.', '22% busy at 6\u202fPM.', '30% busy at 7\u202fPM.', '33% busy at 8\u202fPM.', '31% busy at 9\u202fPM.', '22% busy at 10\u202fPM.', '0% busy at 11\u202fPM.', '0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '0% busy at 8\u202fAM.', '0% busy at 9\u202fAM.', '0% busy at 10\u202fAM.', '0% busy at 11\u202fAM.', '9% busy at 12\u202fPM.', '11% busy at 1\u202fPM.', '12% busy at 2\u202fPM.', '17% busy at 3\u202fPM.', '21% busy at 4\u202fPM.', '28% busy at 5\u202fPM.', '36% busy at 6\u202fPM.', '43% busy at 7\u202fPM.', '46% busy at 8\u202fPM.', '43% busy at 9\u202fPM.', '37% busy at 10\u202fPM.', '0% busy at 11\u202fPM.', '0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '0% busy at 8\u202fAM.', '0% busy at 9\u202fAM.', '12% busy at 10\u202fAM.', '17% busy at 11\u202fAM.', '21% busy at 12\u202fPM.', '24% busy at 1\u202fPM.', '25% busy at 2\u202fPM.', '26% busy at 3\u202fPM.', '30% busy at 4\u202fPM.', '39% busy at 5\u202fPM.', '53% busy at 6\u202fPM.', '68% busy at 7\u202fPM.', '76% busy at 8\u202fPM.', '83% busy at 9\u202fPM.', '76% busy at 10\u202fPM.', '0% busy at 11\u202fPM.', '0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '0% busy at 8\u202fAM.', '0% busy at 9\u202fAM.', '11% busy at 10\u202fAM.', '22% busy at 11\u202fAM.', '33% busy at 12\u202fPM.', '42% busy at 1\u202fPM.', '47% busy at 2\u202fPM.', '57% busy at 3\u202fPM.', '65% busy at 4\u202fPM.', '73% busy at 5\u202fPM.', '82% busy at 6\u202fPM.', '89% busy at 7\u202fPM.', '94% busy at 8\u202fPM.', '100% busy at 9\u202fPM.', '93% busy at 10\u202fPM.', '0% busy at 11\u202fPM.']"
