PrimaryIndex,Hour,EV_demand_pred,center,avg_volt
80,9,0.99151343,"(-10850830.816974942, 3535173.7526442404)",1.031767728318305
80,10,1.2301481,"(-10850830.816974942, 3535173.7526442404)",1.031767728318305
80,11,1.2682805,"(-10850830.816974942, 3535173.7526442404)",1.031767728318305
80,12,1.2463813,"(-10850830.816974942, 3535173.7526442404)",1.031767728318305
80,13,1.2839029,"(-10850830.816974942, 3535173.7526442404)",1.031767728318305
80,14,1.2746925,"(-10850830.816974942, 3535173.7526442404)",1.031767728318305
80,15,0.92555153,"(-10850830.816974942, 3535173.7526442404)",1.031767728318305
80,16,1.2266241,"(-10850830.816974942, 3535173.7526442404)",1.031767728318305
80,17,1.2682805,"(-10850830.816974942, 3535173.7526442404)",1.031767728318305
80,18,0.92555153,"(-10850830.816974942, 3535173.7526442404)",1.031767728318305
80,19,1.2439888,"(-10850830.816974942, 3535173.7526442404)",1.031767728318305
80,20,0.9904098,"(-10850830.816974942, 3535173.7526442404)",1.031767728318305
80,21,0.85758924,"(-10850830.816974942, 3535173.7526442404)",1.031767728318305
80,22,0.85758924,"(-10850830.816974942, 3535173.7526442404)",1.031767728318305
80,23,0.85758924,"(-10850830.816974942, 3535173.7526442404)",1.031767728318305
81,0,0.7644509,"(-10850830.816974942, 3547773.7526442404)",1.0231773438370229
81,1,0.7644509,"(-10850830.816974942, 3547773.7526442404)",1.0231773438370229
81,2,0.7644509,"(-10850830.816974942, 3547773.7526442404)",1.0231773438370229
81,3,0.7644509,"(-10850830.816974942, 3547773.7526442404)",1.0231773438370229
81,4,0.7644509,"(-10850830.816974942, 3547773.7526442404)",1.0231773438370229
81,5,0.7644509,"(-10850830.816974942, 3547773.7526442404)",1.0231773438370229
81,6,0.7644509,"(-10850830.816974942, 3547773.7526442404)",1.0231773438370229
81,7,0.8701826,"(-10850830.816974942, 3547773.7526442404)",1.0231773438370229
81,8,0.89058465,"(-10850830.816974942, 3547773.7526442404)",1.0231773438370229
81,9,0.88824546,"(-10850830.816974942, 3547773.7526442404)",1.0231773438370229
81,10,1.1806356,"(-10850830.816974942, 3547773.7526442404)",1.0231773438370229
81,11,1.393281,"(-10850830.816974942, 3547773.7526442404)",1.0231773438370229
81,12,0.88824546,"(-10850830.816974942, 3547773.7526442404)",1.0231773438370229
81,13,1.3425987,"(-10850830.816974942, 3547773.7526442404)",1.0231773438370229
81,14,1.1650132,"(-10850830.816974942, 3547773.7526442404)",1.0231773438370229
81,15,1.1650132,"(-10850830.816974942, 3547773.7526442404)",1.0231773438370229
81,16,1.1429695,"(-10850830.816974942, 3547773.7526442404)",1.0231773438370229
81,17,0.7644509,"(-10850830.816974942, 3547773.7526442404)",1.0231773438370229
81,18,0.7644509,"(-10850830.816974942, 3547773.7526442404)",1.0231773438370229
81,19,0.7644509,"(-10850830.816974942, 3547773.7526442404)",1.0231773438370229
81,20,0.7644509,"(-10850830.816974942, 3547773.7526442404)",1.0231773438370229
81,21,0.7644509,"(-10850830.816974942, 3547773.7526442404)",1.0231773438370229
81,22,0.7644509,"(-10850830.816974942, 3547773.7526442404)",1.0231773438370229
81,23,0.7644509,"(-10850830.816974942, 3547773.7526442404)",1.0231773438370229
82,0,0.22320172,"(-10850830.816974942, 3560373.7526442404)",1.0132893565407257
82,1,0.22320172,"(-10850830.816974942, 3560373.7526442404)",1.0132893565407257
82,2,0.22320172,"(-10850830.816974942, 3560373.7526442404)",1.0132893565407257
